hex_address,latitude,longitude,value
89648d6237bffff,440657.2994539854,123934.64989110187,554
89ac6d0692bffff,424774.32872465794,60118.61732917463,846
89d80264babffff,475428.7924599404,85995.64253925803,962
89e894215afffff,436569.73739879037,127191.221847481,769
896d1ea4903ffff,407327.0775605387,48323.96766569868,980
89b5b299063ffff,439888.07741183636,110736.14955482457,971
89ef23c5537ffff,473675.8861719341,124857.7368407907,259
89c42653383ffff,439056.10000394954,88703.48255500446,335
897634d1ba7ffff,454137.7089760603,64054.72350173991,797
8961a360d73ffff,420648.2674685266,62182.54657555545,695
898c938c6cfffff,412378.6607170781,74448.51154166562,785
8910b0ac9a7ffff,428528.1562647753,61425.09086912888,379
89f01c2a27bffff,472937.12955049536,71170.16157766464,476
89cf11ca923ffff,430148.39730733825,98565.48346762554,445
89f29089207ffff,473671.056680378,96983.66581506806,496
89f056d004fffff,482657.1809409461,58554.15547176523,720
890785373c7ffff,430275.9882670284,52536.12321488245,756
896d6c45bb3ffff,437411.59206720814,89914.4255796267,433
89977061697ffff,462579.17372442613,70587.33350524443,291
89dce3c5317ffff,420709.64333107125,48041.27431992808,664
89eef0a401bffff,474729.26983723894,121472.53799955582,635
89d865129c7ffff,426186.5648712847,54122.61470121138,105
8958d4d0b2bffff,434692.8017144588,59227.74098941662,129
89e5300156fffff,466801.4550715062,119464.83078668275,373
893b6d4c6b3ffff,408024.3304393476,51981.31769921628,5
890e036d967ffff,476761.1899900917,76420.98853751103,729
89d98219a43ffff,444468.54344516224,123448.11988909465,173
892c93d5487ffff,432511.0639664532,110027.32140367893,834
8913a415397ffff,453355.354840496,56925.22941943889,37
89842e32c5bffff,418502.93990943016,56405.04919494408,871
89c90b29237ffff,443383.051250343,55734.11221747646,577
8915a88c003ffff,456966.3841131824,75897.6276714076,355
891fa691637ffff,444009.3510886221,81903.71236470563,962
899949911a3ffff,446749.21362893295,79561.50533276013,268
89c04416e57ffff,413135.86524995585,91618.73790280873,769
89356585397ffff,474520.63251550647,65147.40529145516,828
8906eb85c37ffff,442917.0629600778,86175.72262498936,871
89030555e87ffff,415167.4121533736,43822.865085378035,547
89dd0ed0593ffff,463201.6751382238,48403.73296990766,559
89399659803ffff,429991.4680573168,97367.15642624095,737
89ea23a6603ffff,430085.4105599328,57254.0374640564,811
893c628cbafffff,430592.42496788106,113852.78123766149,667
89dc88b69c3ffff,477310.9805128911,53988.996476455766,604
89042815127ffff,415542.3486888421,50732.85220416327,802
891fab083bbffff,454450.8799096956,90190.72256713014,669
8904406524fffff,423105.1063631637,92518.09258708096,509
89052a8120bffff,431360.6488031664,130072.08269850843,682
8900ce77087ffff,406893.3677788208,60039.44098598412,954
89edb3055afffff,442379.74732093664,119673.34170272993,882
8930ee9690fffff,481102.47156277904,80228.14656376764,741
8910b4b4e2fffff,446812.21010081173,64483.06040936788,365
89e946d8537ffff,449881.26897304563,100155.61363242814,780
89e6a96a4a3ffff,420420.4999430052,108379.75028005714,544
8908a4cf093ffff,473879.6690586557,88750.87840059305,150
89375660547ffff,439237.4059068275,56734.9535065386,278
8973acbb187ffff,455933.2019913621,65471.135219554635,1000
893ba399097ffff,473434.9132882747,116222.61181732015,278
89b791ce92fffff,474332.53289949236,59855.6041286423,931
89f0220d877ffff,421119.25024654594,63079.888916746975,828
890f64d314bffff,409077.095313703,48726.93114031966,977
8902d9b25abffff,458751.5272105442,58034.46685096189,47
892464ccd97ffff,436810.95399627683,61489.87577629683,977
891b20296bbffff,458759.6661132352,91935.55102123207,279
8933b6c6c13ffff,456267.7765996307,80283.92752274711,249
89628e92b2bffff,433255.07120154804,95996.76805026518,986
89ed863b02bffff,474778.68328579515,82952.78250650404,43
8934b5ae4dbffff,457346.382105156,107424.84364246341,556
8913a630c77ffff,429956.3311518219,46844.70625132998,43
890d4bb0e8bffff,478916.47417808534,97960.45424432636,927
89f16e0b577ffff,483025.72651510115,89828.64772726811,187
8952748ddb7ffff,450020.4195786786,65928.3957723121,476
89364b1620fffff,433591.88860235375,75643.71391280027,935
895235a8993ffff,473198.60840331635,101742.16667377677,262
89d95921a63ffff,466433.3150263629,129905.76159188904,53
89ce4c70dd7ffff,477579.29735291476,68850.37222119168,293
89f2b57701bffff,413185.8714266968,95761.5261437279,777
8901757404fffff,409785.2623241102,109990.01638240284,16
89d776a29d7ffff,481554.3685942953,124409.92831215222,344
890b1114147ffff,413340.9358354397,74956.86578183773,807
89e0b06c187ffff,441667.66099198797,63071.56887977701,567
89ef2016d33ffff,470064.5709054416,83987.79627075224,737
89ef2dc815bffff,451358.26106745156,129164.94336662468,311
89f1624e557ffff,418232.78270469944,48279.8228929057,171
890eeb3a877ffff,460490.8777605729,96401.26066076328,332
89176816367ffff,467703.4624174969,48057.34343809133,764
89d8a802bcfffff,440865.4314198036,109037.31105046428,373
897d1a4eb0fffff,420475.0987199663,125260.70731957717,112
89f1763526bffff,456033.27397259534,68121.331196161,742
89032621c0bffff,414449.93888154277,93863.99827458411,499
892d45ca877ffff,418812.25218300335,122260.04090725794,93
89162bb933bffff,415563.60857018846,102588.73755591264,862
8948c40dd53ffff,434668.25932252186,93672.27824341191,293
89a1710502bffff,425133.91702088073,82659.73809843004,647
893ea384e33ffff,481343.5683413218,70578.49331672983,373
890e2d5431bffff,429899.60831959284,117650.56129174939,321
89c54c8186bffff,414683.256146519,70174.64813378372,588
89eb0d88c3bffff,450964.8621009655,112702.38333780019,497
89d72a75e7bffff,422515.3104297468,61053.570692239664,718
89f2c119b63ffff,440178.93051165144,107722.41606635752,194
89dd2024853ffff,463205.27707768173,126163.07166687351,511
8986811266bffff,481140.5352975455,108625.32685997395,88
89205ba354bffff,418366.1428232915,61646.43722963056,555
896ad299d33ffff,442981.59034113365,95966.50455497841,13
89b140454b3ffff,483093.0651642567,69714.86394381424,780
89902b6d427ffff,411308.36996412365,100857.72161675613,8
891ac4c8e53ffff,460483.78563861543,92475.66137699535,783
8901401890bffff,420556.78152275516,91805.45021890651,212
89b96e9a6c3ffff,411441.112755973,120724.32697165926,267
890f83315c7ffff,466265.4387566264,129150.69998396297,588
89bc4d2f0afffff,407487.2580206714,91098.77410212354,259
89a3684e10fffff,470711.4089875432,62874.99230183326,797
89a71eb6493ffff,456812.4608535309,44395.397253433206,214
8902a901b3bffff,464505.09219087113,99422.0797899687,63
898c581a023ffff,471231.5229045106,120696.45978135368,612
894c839198fffff,464198.3281076511,69946.7765807588,695
89f01baec93ffff,443055.6615818101,97444.85736358578,791
89e78c300b3ffff,461816.8351758722,90751.76883792505,119
8912b5d9e6bffff,435723.64730100194,99768.15230620693,648
89056342a17ffff,473855.50237904146,93572.61052602026,730
895552add27ffff,415098.6206645577,58670.54056444261,988
89846acb22fffff,416702.5103707952,120852.45781100624,143
8961b23aa43ffff,451605.65095741814,125545.25798131546,836
899d2640c47ffff,437242.8305963297,80613.38984943814,853
893131ae96bffff,465614.19640401064,85619.29200352848,540
893cb2a5b23ffff,422079.72907236713,80901.1410093297,727
8937964b40bffff,457234.9281462609,127638.4357537561,276
89bfa980a0bffff,477215.45672938845,74140.56432086861,197
891edbd1ecbffff,449678.4845986627,119184.34257240871,60
89a4d04a4cbffff,408211.3188885289,102568.2615694337,988
89a84bb9a73ffff,482743.5914209633,46021.242144696116,723
89cc03b4dd3ffff,424663.244003198,102861.06123818876,159
89691ccccc3ffff,443688.3870332949,69412.29266948556,789
89264ea2c1bffff,479916.48918290046,63631.568627732544,835
89e18b98677ffff,455997.3166083533,115809.25937893038,944
890a19349cfffff,429234.71512175055,111157.6440864012,445
89552879497ffff,412943.8950848153,52911.26006077819,284
89f14e4326bffff,429023.2871600988,72210.65055303049,597
89a80391d5bffff,408216.51830747654,59350.104552438366,818
89ef3124c7bffff,462504.22812361503,99852.84297258843,61
895768a75dbffff,414018.624241324,75216.28348559202,436
892729b02cfffff,431049.8901790692,77491.05070928048,746
89e6206d36fffff,430086.4663195388,112163.43302789502,436
89b64ba25a7ffff,450340.10646583437,46697.63137836512,878
89ee22523c3ffff,430842.5469058874,50005.106662122445,902
89c6b2b7233ffff,469397.031971986,84115.5483272961,501
890c4455d6bffff,460861.10025836295,92012.95373404522,319
89f2919454bffff,427588.68970589485,93994.92096918289,215
89e0c114c4fffff,456427.53122417576,110573.95693885273,748
89a11899387ffff,414563.8582316796,90046.57410808581,713
890355811bbffff,455137.7886480574,66708.97096905294,760
892e0a8de4fffff,432760.606966799,56300.573997587024,23
89be2878c47ffff,480563.5260956209,98791.85262112645,246
89138911027ffff,477840.6577990316,75293.36875788159,459
89254861aafffff,421329.60091529257,46010.41684903585,142
899359ad5b3ffff,469631.54134200193,107721.9033596309,923
8950169a8c3ffff,442459.88298757176,129833.52408317965,903
89f121b9983ffff,430825.6016322045,96804.81251626187,662
89110243497ffff,413400.60956060427,86252.14696860909,900
896a084c12fffff,443526.0697394508,130348.67543885611,635
8969a22550fffff,468367.613709918,56988.79509811588,294
89a3444adafffff,455232.69916822563,116872.25522676426,539
89f28074a0bffff,444507.03164455044,64487.75255567285,36
89f38d0f253ffff,461078.93973374134,50594.47142464343,9
89366b392c3ffff,416910.4601562192,79424.31921852927,413
89c860d1637ffff,444913.69426544226,122865.19781829893,403
89bd050b177ffff,407119.43146433914,48996.31181593953,99
89034e0164bffff,472780.8228423877,91915.69091680608,686
89f14914e47ffff,454581.5766099323,105673.63216680873,766
897940a512fffff,459364.9398230512,44511.670419784685,860
89d38a54c2fffff,448511.12780545925,62900.12266046572,21
89202c46667ffff,407569.27469173743,54431.6964083421,467
89edac6ec73ffff,444895.584363453,123636.89625400568,313
89c8909b023ffff,413850.95019439963,74809.44112949088,913
89c53562987ffff,422250.548131163,128483.55099518788,123
89022091503ffff,407617.5248626346,82159.90690129541,557
89bc980d5c7ffff,427524.36742038146,68616.58074273857,893
89ed692309bffff,480162.9894335704,70736.08770363653,242
89b5258b54bffff,479020.35929906357,117383.30320986164,304
89e17050a53ffff,468246.390921015,78717.61145906417,456
89efb2228afffff,466818.49468593945,58153.25055241102,225
890f338047bffff,431750.06579418055,55910.14497438983,289
89f22359973ffff,436241.8035262079,75092.42981992709,546
89ab2aa20cbffff,430396.5413031775,61447.943286120295,954
89496a86bdbffff,449799.72421123594,47941.4472171643,810
8958e479443ffff,446568.9833153538,73629.25081077544,36
897366c9ea7ffff,482205.23827415117,52518.164239789134,77
89c61283537ffff,432221.23083772755,82488.44257585338,118
89279a669c7ffff,441044.4774636573,105730.77335855676,546
8999252a20fffff,427144.5776021676,85852.39192464307,679
897af2d131bffff,462966.09687462426,61605.23580838919,111
8972c8ab50bffff,434517.8680222841,46586.35809041302,949
89160da352bffff,462655.5623013096,71449.89479559902,100
894f5c3692bffff,470684.86740459374,106888.23580791257,434
89689676e2bffff,444957.4985517956,127912.33264144536,751
89266d73547ffff,420158.13455286575,60754.848783928865,504
89470a8ae27ffff,474629.3644349925,81010.38004340019,553
89023028e9bffff,434240.6485397233,96361.64391833558,870
89ee6159c33ffff,423290.09067427507,85261.30028151922,663
8976ebd00afffff,438663.4261243974,105824.64212770475,372
89354cbae6fffff,420155.97889344115,128146.19788876601,202
89a2604080bffff,473743.11928585265,70976.5481341613,331
89e6ced255bffff,463262.1345236462,129249.00074723453,446
890d6e00e5bffff,420592.82355759747,104803.90729815254,269
8921b32f36bffff,426640.5562902616,88259.88768942773,206
89d8e9140c3ffff,481545.008778504,48185.10844573596,785
89e356a1523ffff,407760.587710267,105515.9076267503,76
890f44b9c9bffff,470940.8409485119,64021.493748608875,400
89f23577587ffff,481961.21229433606,120804.81607257576,887
890541803cfffff,443976.72244108695,124906.72183564863,194
891b24b6a63ffff,454742.0681725461,125956.33003179189,458
89b960904c7ffff,465079.97329362266,97326.04999626399,448
89618eca403ffff,428566.2548210975,84140.8215835027,613
898234d766fffff,478267.28541254054,99552.94568235372,592
89052ea56c3ffff,478898.8449212248,59327.52021717797,607
89c5a5b1873ffff,478408.09426888276,76279.67148952791,346
89b15cc138bffff,449253.68321317766,47396.43534992264,535
894a28d51abffff,465506.38368222857,100211.83234665758,448
89162b8b58bffff,427083.50412226905,54348.1453629372,76
890352962afffff,409402.07714279264,96754.7241751531,770
89339265d2fffff,453382.8758052719,66602.96063418515,487
8976ad26e73ffff,407703.1648204186,83498.56174221367,295
89da224266bffff,466433.4780834058,86391.61488683504,570
890303af217ffff,450805.74529339676,84135.33639564252,71
89325956bdbffff,427822.41748716286,107617.07001710607,516
8939048ee8bffff,478480.75402042235,88552.24803501222,517
89dd34cf047ffff,468245.8427557494,104212.61723672811,589
89e588c3357ffff,419703.7586364478,108110.55755304173,667
893483323c7ffff,465869.3822852212,73405.81650686833,669
89f12ac580fffff,436594.67854377214,87957.0814860328,118
89025044d1bffff,437145.48671385134,68846.60811338964,862
89e1248eb33ffff,476889.90394272626,109692.31597863224,206
89bc682456bffff,421414.7468253095,59239.683901245546,114
8994a612157ffff,455744.619300992,120359.82884466705,300
89e7352ebd7ffff,460369.91375735623,108042.64456748797,931
891183a8647ffff,482525.7372374292,118658.54570521846,131
89414441397ffff,418339.12352993595,120707.77729362165,130
89999cc061bffff,417227.0364900406,115904.12306721834,600
890c00ce91bffff,437155.42233370757,125660.6696957277,860
89baa52f467ffff,447447.18857196777,103864.69473658066,410
89eaad565d7ffff,429004.50847452093,44283.39834693264,254
89ced56314bffff,430777.0751457576,44383.27825168441,659
890d23a9927ffff,447226.5652522586,56548.70312729264,103
890632a9d23ffff,424187.3575295236,120030.62173281636,53
89509a3b5abffff,477871.75767400634,65578.16786634753,826
89ee837a857ffff,422169.1508536806,104929.13542239141,744
89e9a84686fffff,450609.7508949181,116003.20735451364,178
89af03cc593ffff,426081.1790421215,76229.1884260377,442
8945b382017ffff,437201.47936426237,113501.33915346143,876
890791d0d33ffff,432438.9382086277,81327.28067369251,821
898bad34867ffff,460992.5658061821,98759.30094188167,430
89731478a23ffff,415448.8658954189,66730.0160559072,805
8907a1a845bffff,433155.490787072,54703.37654920435,988
895ce64317bffff,426771.5376687724,93269.49517583812,650
89206298123ffff,454088.90010314627,114739.42698359737,13
890ed661aa3ffff,411606.2912734884,54449.96417203746,218
89e54bd8093ffff,471171.487778345,58054.79886482006,703
89ed922564bffff,451740.7426491269,114988.03752458241,267
89030605023ffff,467007.11181038537,106791.12069821835,261
895700aeba3ffff,475942.53872325603,107965.92204554974,632
89951669533ffff,438668.25730281876,51416.97138931534,953
894200432d3ffff,425314.12076796277,104282.75557715098,712
89bc23cda1bffff,413244.3905342601,123872.72155483524,138
89168992593ffff,465528.4155916172,80803.59678329199,125
89c384685a3ffff,463544.3601106188,125406.53462872891,277
89db20d6503ffff,462118.0693113556,101162.3856438961,649
89032458e17ffff,435689.13847555866,65940.89111411992,217
89788554a93ffff,423715.6737325605,80500.03875934289,22
8905466e3d7ffff,414817.8674805767,49291.013537750034,513
89ee2b6ca83ffff,449927.0384956173,88516.24746932514,561
8956a936193ffff,478091.2736217963,87082.76463985885,450
8902c034ec7ffff,453311.29013581737,47414.45181544108,857
89718c4c08fffff,463326.0206476129,79024.40321831312,803
89ef56225d7ffff,437297.4327719254,85086.37199287247,467
89cf70c1187ffff,475148.48839774245,98915.21078062113,570
89c69408eabffff,416381.9907058391,85017.26366508662,543
89e375d4b63ffff,482640.53248736425,69509.19752345078,386
898135c1083ffff,412755.95736348646,65299.15409364518,327
89b60b055b3ffff,448044.9072483992,110964.34893611146,465
893ce3c0363ffff,435265.267291781,85411.24497441959,906
89f06eba333ffff,435138.13422892685,73644.75615583142,457
89e95341b4bffff,467577.72281700454,74422.56988467481,944
891d940c0c7ffff,435294.2960018559,117925.2272335108,896
89aa73b89cfffff,415417.13995381305,110598.23726777187,91
8903964726fffff,429943.65593290405,72017.72257213315,708
89e5432444bffff,417171.70546006184,67779.95398244869,947
89de09591c7ffff,458227.9591981169,71586.01753370534,11
897e9ad364bffff,469975.0631160523,83159.51593212807,306
89032131213ffff,427052.0905903501,97336.20660923084,648
89199952a93ffff,420894.75430290424,43896.909238345346,339
898859b952bffff,436142.0840746454,121697.82477689319,766
89a2a33a92bffff,465094.75989234477,54406.10778261435,196
8947961238bffff,453265.22077233274,121138.44915571681,871
89eccec4383ffff,421811.30276815896,114421.99581455447,227
89d9336ceb7ffff,440224.2439266121,67105.94062844866,206
8933a84e303ffff,463827.3340496218,126356.47588951135,341
89061a7b53bffff,474910.0202670595,124517.36057140765,406
894a89cacd3ffff,444043.3222582023,49631.15042254621,476
897c74564cfffff,432719.7888424383,69094.21952515387,214
891b40add0fffff,461645.63340890204,129746.60631068255,777
89d39d2053bffff,432670.7456614282,63980.71079948827,985
89f16558a4fffff,473672.2117895999,70909.55370508494,911
897e9b62273ffff,432174.2733746765,93598.12569320369,289
89561536e73ffff,452174.9356707178,119483.79777456653,268
89f31b9755bffff,474017.4778566846,115579.44878143951,698
891f916034fffff,451125.62774974096,77765.84185372133,488
8924741500fffff,482532.7367216075,73007.27779801955,912
8937a6652a3ffff,425198.5311989427,116482.71823307191,181
89c87510a17ffff,474075.25209735485,122145.62733835545,230
89a043a6667ffff,421036.2846477794,110914.95626928909,971
892f5961c33ffff,460474.9222150879,77538.47735664174,943
892149db287ffff,456245.1472474745,70458.22996411304,266
8957a694b23ffff,423877.4208004024,100218.40506941194,924
89e4cca0e23ffff,419997.28209663,116545.0852491969,454
89ca1b9ae37ffff,408196.6489334112,54416.76668729979,535
89de9336ccbffff,459307.04843783536,128844.99064008344,362
89f29ea359bffff,427588.55329137377,64897.90766289178,540
89069a2f357ffff,418068.0439802223,71394.79994835265,586
89035a266cfffff,442878.70245401806,67959.57833541329,58
89009b80227ffff,428142.4659923171,60031.31774883948,664
89e75bb4d53ffff,440931.86858116294,91808.85490216428,512
896b5159207ffff,411491.6271724711,103348.78936831394,144
892f6002b13ffff,452310.46062611294,83482.53143801981,148
89ae6cca6c3ffff,434860.318185164,51581.58572083388,944
890b528f167ffff,452586.4904263862,81440.6072212024,703
894e85d0c4fffff,457586.02008676284,55955.3429152688,606
89ccc8b1483ffff,467601.7076764622,69551.35667241609,675
8918a81a0afffff,436809.37556947954,120401.15475631646,239
891a96ce073ffff,430336.0264241705,66001.23351311914,409
89e2590738bffff,480549.7544440886,98144.05462776401,674
89266879393ffff,462637.8429550737,45993.29877371834,901
892a19c462bffff,474262.3991284805,62027.68246393079,442
892f6cd090fffff,478828.9920705621,89060.81800395783,792
89105905bb3ffff,412315.6487721427,102845.11510457806,65
894ec90c673ffff,482786.92533452477,84022.5647385694,525
89cb8b92b9bffff,467598.6890429454,86089.73320639043,431
89ba8bc242fffff,442773.1870805574,108905.06509512692,617
896940af157ffff,412575.30382175563,73199.94412635488,438
89bec0b5c4fffff,420091.26394883415,61707.352440535615,369
89364ad060fffff,469231.10582976445,126042.04762915726,150
89422208823ffff,452672.8648082516,107880.8307268949,869
891436b66cfffff,438534.3123924449,55560.896561119844,362
89a3801896bffff,445299.4453135016,107321.48560798961,612
8904e86122fffff,463750.1472788885,43729.38732471141,484
892ed950c6bffff,426733.16977908666,62234.17020862072,530
890326285cbffff,445409.87163240433,111088.04405801697,320
892e9220c07ffff,482169.6242337526,67649.12724999123,893
89d6d161063ffff,482716.5215112115,99033.24244859652,161
89d695d1a9bffff,417554.9731780932,50083.86979078024,928
89468a4d477ffff,457216.9110787349,56346.76738348595,8
897c0559c77ffff,411661.26862831064,122558.2032180982,674
894533b0263ffff,415963.624830326,47974.26224680795,861
8970712330fffff,431096.38817935425,123135.9208593641,560
894a63bb187ffff,458432.5408492933,55398.34273730818,640
899b1a51a73ffff,474821.7612873558,120789.01806923076,67
897aa0b5ec7ffff,477363.03914825316,82849.07046936749,873
893b12db1cbffff,437436.22512980615,65463.95470784285,349
89a15e8c44bffff,428377.64172282885,47379.476385603564,915
89e8a5a2177ffff,462892.10537641007,43835.37925393844,904
89178915837ffff,430614.0654052866,115357.21276099686,879
899ce9d9bcfffff,411828.279066124,104897.71219694773,214
89b0f0cf117ffff,467122.4832112223,126067.44179318694,774
8903312e19bffff,454407.9434368011,89508.32406357443,653
898700431c7ffff,441707.5174370761,64890.37341121628,574
89186d79177ffff,475966.2436121865,44641.24971804321,712
89b94946827ffff,416015.22162687854,91741.47827312074,744
89c5488eec7ffff,460657.96195785736,110674.77151169632,102
89a73420437ffff,471928.68408061925,121077.09612078383,359
89030e0cb2bffff,446484.9703142324,59662.39204292747,531
89ef1983647ffff,476179.95843912335,81499.30898035022,845
89eef555aa7ffff,458169.7734718991,82952.09372771927,484
891aec4f4b3ffff,407204.2728356849,126319.56597203681,444
89f0f109337ffff,459286.67838476266,46142.976138441096,157
8956068109bffff,482776.00625868794,96444.41171824349,979
89bc2e80e27ffff,460043.9914184364,67351.01276893976,472
8917307767bffff,433861.36348484596,125068.8523557277,411
8987162da63ffff,409870.05092494894,83432.1608607515,868
89e6ec62203ffff,480899.2447334078,89648.11399226755,920
8987b571357ffff,472673.3874782803,56614.629035910955,968
893e4ab230fffff,470314.2889184103,94174.91397838388,616
8976b4c5e43ffff,447834.8080003624,92672.06723257009,211
89b6aab933bffff,416494.29124504735,59671.695306280235,160
89710c4b517ffff,476291.4381270666,68229.17681968345,900
8938ca55a87ffff,419194.4225998376,98827.25084997018,212
89dc0ab6023ffff,457072.92656432174,130120.53090539914,51
892a4b81087ffff,471388.99225217546,103433.96136065209,217
897718944c3ffff,448735.3375424623,87094.82424378631,789
89026e4932fffff,415905.33002655377,101264.93566482331,265
89ef9e91e33ffff,420403.895637457,51122.927300095864,264
897513c1a5bffff,463492.6192601121,79373.76215819389,793
890209212afffff,443596.08497021976,95305.64936824978,495
8982150d527ffff,406796.20065041527,64811.294171726535,407
89f29c78b6fffff,417511.73874828225,79831.50468416515,513
89023069aa3ffff,442160.4004051602,50999.15081758617,352
892af08656fffff,482543.4417943925,110624.89313992886,311
89ec0b0cc7bffff,431172.3676922861,76280.1564997979,852
89c6d6d60a3ffff,441935.6712782404,75293.38634414085,157
892a63044d7ffff,407665.44103743474,129716.12569809744,244
896151d068fffff,457014.71312843147,64694.423693377365,377
892fa00d187ffff,465878.40926817677,130474.45378149636,974
89e42e6899bffff,435537.66306033346,77502.2755864442,410
89f29cdaa43ffff,430831.4250394231,98524.36158848704,535
89269b222cfffff,451583.5474823689,46871.73261345476,875
892a4d83317ffff,476788.27565930877,96235.88051101132,716
891cd39a89bffff,437176.65054538636,128194.87147755145,570
89f276d28c3ffff,470443.82657412975,122267.21519028845,113
89201ca2213ffff,424844.6532431368,92953.01200757136,547
893e116ee9bffff,432874.37090229837,115401.82652884406,507
89e82032e0bffff,412804.3999760689,86482.91233861304,901
89eb256cca3ffff,475497.881864424,79767.37500272634,791
89223034e23ffff,416204.2070579998,110715.1554094499,289
890536af40fffff,452956.00923239975,76059.02026911374,836
89012e1a12fffff,471707.8832049557,94522.53654373021,536
89616836dafffff,473579.19508771703,46331.703277680266,981
89e4f6c0c17ffff,471115.1473504111,111877.5209794019,931
899813c6853ffff,411315.85083012574,93049.84076721463,219
89050b89dc3ffff,443239.464556113,120731.85751757365,882
89b3612f4b3ffff,421538.762242546,103978.64347018937,554
89255dc6e67ffff,481809.8683863127,65087.72499711678,284
89b06c058d7ffff,459200.8255120727,104815.15460839467,981
89a1ac4a8c7ffff,448537.28201127297,99229.58947163042,127
89406d883d7ffff,463701.7207931536,130058.77575970015,21
896426cc593ffff,461527.4266215613,48698.99489016672,377
89ef2a96467ffff,462502.08099083515,45475.4677671089,459
897eed79813ffff,482579.58344696835,43909.67158117717,499
