,hex9,value
96  ,89196ba0027ffff,8078
97  ,89196bad81bffff,1914
98  ,8919694b303ffff,6532
99  ,89196bb9667ffff,4018
100 ,89196ba1217ffff,2890
101 ,8919694e463ffff,4324
102 ,891fa492517ffff,2738
103 ,89196b05e97ffff,1272
104 ,891fa4966b3ffff,1432
105 ,8919696a66bffff,1954
106 ,89196ba84a3ffff,2849
107 ,89196ba3673ffff,9610
108 ,89196bba6b3ffff,1208
109 ,89196ba5d47ffff,5118
110 ,891969632c7ffff,277
111 ,89196b33543ffff,9568
112 ,89196bb4ec7ffff,7418
113 ,89196941ad3ffff,9452
114 ,89196949b93ffff,9202
115 ,89196bba67bffff,701
116 ,89196b05c57ffff,9776
117 ,8919694e1c7ffff,356
118 ,89196b863b3ffff,1325
119 ,89196962303ffff,5805
120 ,89196968163ffff,9853
121 ,89196b16c73ffff,2685
122 ,89196ba9ccfffff,6783
123 ,8919696994bffff,320
124 ,89196bb1353ffff,132
125 ,89196baa16fffff,9223
126 ,89196ba03dbffff,6461
127 ,89196bb212fffff,9999
128 ,89196baae4fffff,6122
129 ,8919694c983ffff,8929
130 ,89196bb8a5bffff,7298
131 ,89196b96337ffff,4165
132 ,8919694e0cfffff,3502
133 ,89196ba0c83ffff,5233
134 ,89196ba71abffff,2909
135 ,89196ba0e73ffff,6484
136 ,89196959203ffff,4252
137 ,89196baf617ffff,7434
138 ,89196bb901bffff,2213
139 ,8919697891bffff,4144
140 ,89196bb5c87ffff,2005
141 ,89196ba6a97ffff,837
142 ,89196ba54a7ffff,4732
143 ,8919696a00bffff,870
144 ,89196bb967bffff,4821
145 ,89196baa473ffff,5184
146 ,89196ba4a2fffff,9673
147 ,8919696a33bffff,7614
148 ,89196b1481bffff,8749
149 ,89196ba0e13ffff,3116
150 ,89196bb0cb7ffff,267
151 ,89196bae1c7ffff,5850
152 ,89196bb8b7bffff,2371
153 ,89196b86193ffff,5447
154 ,89196bb2c8fffff,2803
155 ,89196bad2afffff,5810
156 ,8919694a6bbffff,6979
157 ,8919696ad4bffff,5678
158 ,89196b85a4fffff,4691
159 ,89196ba2287ffff,3236
160 ,89196968217ffff,5849
161 ,8919696b613ffff,5813
162 ,8919694d88fffff,9985
163 ,89196b959a7ffff,7110
164 ,89196bb9033ffff,2024
165 ,8919694e273ffff,2479
166 ,89196b862c3ffff,4081
167 ,89196bb092bffff,1969
168 ,89196b336c3ffff,1229
169 ,89196b86423ffff,8952
170 ,89196badd67ffff,9635
171 ,89196b160d3ffff,4271
172 ,89196943077ffff,8185
173 ,89196bba637ffff,2434
174 ,89196bac897ffff,6879
175 ,89196bba86bffff,1760
176 ,89196b1690fffff,9164
177 ,891969610b7ffff,8429
178 ,89196b05b4bffff,9255
179 ,8919694b4d7ffff,2199
180 ,89196b1480fffff,9307
181 ,89196bb010bffff,2704
182 ,89196940b63ffff,8144
183 ,89196b061cbffff,240
184 ,89196ba0bc3ffff,8943
185 ,89196bac10bffff,6360
186 ,89196b84e6fffff,1300
187 ,891fa492dcfffff,5780
188 ,891fa496d93ffff,8331
189 ,89196b84623ffff,4162
190 ,89196979173ffff,2364
191 ,89196bb25a3ffff,4752
192 ,89196b3294bffff,5172
193 ,89196bac4b3ffff,2485
194 ,89196b94033ffff,4322
195 ,89196ba18b3ffff,7579
196 ,89196ba22c7ffff,9054
197 ,89196b05c57ffff,3221
198 ,89196b30503ffff,6961
199 ,8919694aa4bffff,3613
200 ,8919694d58bffff,6580
201 ,89196b360d3ffff,6634
202 ,89196bae413ffff,1612
203 ,8919694d8abffff,6618
204 ,89196949e27ffff,9080
205 ,89196b8483bffff,1151
206 ,89196978593ffff,8317
207 ,89196ba28cbffff,9732
208 ,89196979c23ffff,2287
209 ,89196bb2553ffff,9027
210 ,89196bb314fffff,1850
211 ,89196ba6883ffff,7687
212 ,89196b3041bffff,374
213 ,8919694f30fffff,8837
214 ,8919696042fffff,8777
215 ,89196ba4ecbffff,3240
216 ,8919694c273ffff,6483
217 ,8919694da8fffff,7431
218 ,8919696956fffff,5997
219 ,89196ba541bffff,3230
220 ,89196bb0413ffff,1430
221 ,89196bad65bffff,5443
222 ,89196b949c3ffff,2717
223 ,89196b17173ffff,8032
224 ,89196b8cd6fffff,3783
225 ,89196bb99d7ffff,9442
226 ,89196bb3193ffff,8061
227 ,8919696224fffff,9885
228 ,89196969083ffff,878
229 ,89196b1654bffff,9519
230 ,89196ba6e13ffff,2003
231 ,89196bb1db7ffff,2755
232 ,89196bb4467ffff,1790
233 ,8919696931bffff,3470
234 ,89196bab6c3ffff,7901
235 ,89196bb1a0fffff,6884
236 ,8919696148fffff,8236
237 ,89196948213ffff,6172
238 ,89196ba5937ffff,1526
239 ,89196943373ffff,5111
240 ,89196ba1283ffff,8243
241 ,89196961607ffff,2764
242 ,89196bb142bffff,7116
243 ,8919696b203ffff,4641
244 ,89196bb0463ffff,6221
245 ,89196948e4bffff,8833
246 ,8919694144fffff,4054
247 ,89196bbb45bffff,4621
248 ,89196b85bb3ffff,3768
249 ,89196b3a44bffff,666
250 ,8919694927bffff,9164
251 ,89196b8cd23ffff,7680
252 ,891fa492647ffff,7481
253 ,89196bb11b3ffff,9667
254 ,89196b32d07ffff,2328
255 ,89196ba646bffff,6844
256 ,89196941a53ffff,7533
257 ,89196941203ffff,295
258 ,89196bb9ab7ffff,7911
259 ,89196b144b7ffff,820
260 ,891969481cfffff,3703
261 ,89196ba1683ffff,6819
262 ,89196ba2c3bffff,2609
263 ,891969400cbffff,1248
264 ,89196b84e8bffff,7734
265 ,89196bb82b7ffff,9537
266 ,89196958d37ffff,6506
267 ,89196bb9973ffff,7367
268 ,89196ba0893ffff,644
269 ,89196ba1c97ffff,6406
270 ,89196b85813ffff,5300
271 ,89196bb44c3ffff,9920
272 ,89196940c03ffff,3132
273 ,89196959627ffff,9764
274 ,89196bb8927ffff,8015
275 ,89196bb93d3ffff,496
276 ,89196b8442fffff,2061
277 ,89196bb4ec3ffff,2957
278 ,8919682ca67ffff,1467
279 ,8919696815bffff,1245
280 ,89196bb482fffff,325
281 ,89196bb622bffff,2355
282 ,89196ba8c9bffff,8803
283 ,89196b94dd3ffff,8937
284 ,89196bb1dbbffff,5036
285 ,89196ba6e3bffff,4401
286 ,89196bb581bffff,4517
287 ,89196ba92c7ffff,9392
288 ,89196bbb273ffff,5361
289 ,89196baea67ffff,8100
290 ,8919696351bffff,1974
291 ,8919694f243ffff,3993
292 ,89196bb1663ffff,2446
293 ,8919697b387ffff,6723
294 ,89196ba60a3ffff,6571
295 ,89196941297ffff,9911
296 ,89196bb35b7ffff,3186
297 ,89196bad8d3ffff,1675
298 ,89196948e4bffff,4213
299 ,89196ba0ca3ffff,6723
300 ,89196bb42abffff,2722
301 ,89196bb1ca3ffff,1849
302 ,89196b8556fffff,5584
303 ,89196959927ffff,3638
304 ,89196bb087bffff,7628
305 ,89196ba8c23ffff,8481
306 ,8919697aab3ffff,2943
307 ,8919694819bffff,4145
308 ,89196bba277ffff,4095
309 ,89196bbad6fffff,2086
310 ,891969596d7ffff,2809
311 ,89196b85a8fffff,5739
312 ,8919694d94bffff,7831
313 ,8919696b577ffff,3854
314 ,89196bb0e5bffff,951
315 ,89196bba16bffff,7908
316 ,89196b84033ffff,6617
317 ,89196ba7683ffff,8784
318 ,8919694b6dbffff,384
319 ,89196b84b37ffff,3582
320 ,89196bae3dbffff,6609
321 ,89196949637ffff,5189
322 ,8919694c26fffff,7255
323 ,89196b14d4fffff,9881
324 ,8919694f693ffff,9656
325 ,89196bad277ffff,7938
326 ,89196bbb66bffff,1913
327 ,89196bb40c3ffff,4902
328 ,89196bb9307ffff,4783
329 ,89196ba817bffff,7907
330 ,89196bb0663ffff,9293
331 ,89196b04c37ffff,1301
332 ,89196b14063ffff,8796
333 ,89196948247ffff,4760
334 ,89196ba5917ffff,8175
335 ,89196b3340fffff,399
336 ,89196bb9d13ffff,6203
337 ,89196bba23bffff,1340
338 ,89196978087ffff,3476
339 ,89196b9592fffff,3277
340 ,89196978d6fffff,309
341 ,891fa4964cbffff,912
342 ,8919694ab13ffff,1868
343 ,8919696ac27ffff,3693
344 ,89196bba493ffff,1277
345 ,89196bad493ffff,4748
346 ,89196bb5b73ffff,7835
347 ,89196962343ffff,3317
348 ,89196baa067ffff,4910
349 ,89196ba9dcfffff,9048
350 ,89196b96d07ffff,4056
351 ,89196948b0bffff,2092
352 ,89196baddc3ffff,200
353 ,89196b16ea7ffff,1622
354 ,8919696b1d7ffff,4381
355 ,89196bbb137ffff,3128
356 ,89196b14317ffff,9612
357 ,89196baea1bffff,806
358 ,89196958d0fffff,3008
359 ,89196959ed7ffff,7208
360 ,891fa493437ffff,9584
361 ,89196bba2c7ffff,9631
362 ,89196bb8453ffff,1622
363 ,891969411bbffff,7110
364 ,89196bad6a3ffff,6849
365 ,89196b04a63ffff,6897
366 ,8919694ed67ffff,3582
367 ,89196ba806fffff,4989
368 ,89196bbb5bbffff,3519
369 ,89196ba12cbffff,2873
370 ,89196bb71afffff,7866
371 ,8919694d537ffff,3783
372 ,8919694b26fffff,728
373 ,8919694b56bffff,2922
374 ,89196b85c9bffff,3601
375 ,89196b94eb7ffff,2799
376 ,89196ba35b7ffff,9479
377 ,89196bb340bffff,1641
378 ,891969498dbffff,7305
379 ,89196942e4bffff,7744
380 ,891969411abffff,4008
381 ,89196948e83ffff,1733
382 ,89196ba54d7ffff,8384
383 ,89196ba09cbffff,6784
384 ,89196bb2d3bffff,6539
385 ,89196941ddbffff,4078
386 ,89196bab19bffff,9426
387 ,89196ba6b8bffff,4974
388 ,89196b84a8bffff,3332
389 ,89196bb3087ffff,3174
390 ,891969794d3ffff,4111
391 ,89196b846c7ffff,7360
392 ,89196bacedbffff,7751
393 ,89196bb419bffff,3886
394 ,89196baf633ffff,3259
395 ,8919696962bffff,8403
396 ,89196b06967ffff,7759
397 ,89196bbb5abffff,5298
398 ,89196979a7bffff,1360
399 ,89196b16b6fffff,1551
400 ,89196ba89d7ffff,3341
401 ,8919694d493ffff,4216
402 ,89196bb80a7ffff,8512
403 ,89196978c0fffff,2259
404 ,89196949ea3ffff,4058
405 ,89196b846a3ffff,4772
406 ,89196b84ab3ffff,8368
407 ,89196b06a9bffff,986
408 ,8919697866fffff,9642
409 ,89196b94e47ffff,59
410 ,8919694a383ffff,538
411 ,89196bb742fffff,6285
412 ,8919694ca5bffff,3822
413 ,89196b86ddbffff,5127
414 ,89196bae1b3ffff,4914
415 ,89196bac927ffff,7396
416 ,89196bae04fffff,7087
417 ,89196b30577ffff,8816
418 ,8919694dc8bffff,730
419 ,89196979863ffff,6855
420 ,89196959bb3ffff,7098
421 ,8919694b5b3ffff,9368
422 ,89196bb108fffff,5754
423 ,89196b14117ffff,7211
424 ,89196bb42b7ffff,5848
425 ,89196948c23ffff,3845
426 ,89196bb2123ffff,2725
427 ,89196bacc07ffff,8349
428 ,8919694dc37ffff,5582
429 ,8919694a53bffff,183
430 ,8919696812bffff,7381
431 ,89196b1418bffff,9841
432 ,89196ba92d3ffff,6848
433 ,89196940cb7ffff,3996
434 ,8919695b2abffff,284
435 ,89196b335a3ffff,6109
436 ,89196bb9217ffff,8633
437 ,89196badb77ffff,169
438 ,89196b06a47ffff,132
439 ,89196bb712fffff,5296
440 ,8919696816bffff,9998
441 ,89196bb4147ffff,582
442 ,89196b3262fffff,971
443 ,89196bbabafffff,2885
444 ,89196baf51bffff,7245
445 ,89196ba8d93ffff,7615
446 ,8919696342fffff,3113
447 ,89196b94e6bffff,3527
448 ,89196ba657bffff,9576
449 ,89196ba56b7ffff,9461
450 ,89196bae393ffff,337
451 ,8919694eabbffff,2526
452 ,89196bab30bffff,1326
453 ,89196b365a7ffff,4766
454 ,8919694f553ffff,9330
455 ,89196ba8b3bffff,517
456 ,891fa492567ffff,1240
457 ,89196b15d33ffff,4418
458 ,89196bab4c3ffff,2352
459 ,89196ba022bffff,9843
460 ,89196ba7093ffff,4993
461 ,89196ba631bffff,5731
462 ,89196bb9137ffff,3142
463 ,89196b04a0bffff,225
464 ,89196ba69cbffff,5158
465 ,89196bb9697ffff,153
466 ,8919694c417ffff,3692
467 ,89196943163ffff,9498
468 ,89196941607ffff,4438
469 ,89196bb4697ffff,1055
470 ,89196b85843ffff,7976
471 ,89196b95da3ffff,5023
472 ,8919697934fffff,4592
473 ,8919694cd2fffff,9214
474 ,8919694ccd7ffff,5937
475 ,89196bb9ccbffff,6015
476 ,89196baf6c3ffff,8314
477 ,8919696aedbffff,31
478 ,89196948093ffff,8195
479 ,891969631c7ffff,591
480 ,89196940347ffff,1869
481 ,8919697958bffff,890
482 ,89196ba6977ffff,9255
483 ,89196b04a43ffff,4760
484 ,89196949bb3ffff,5718
485 ,8919694d08fffff,1553
486 ,89196baaa87ffff,9324
487 ,89196948223ffff,6324
488 ,8919696b30fffff,4432
489 ,89196969e67ffff,9271
490 ,89196b32957ffff,380
491 ,89196b8553bffff,7037
492 ,89196b15c8fffff,3187
493 ,89196bba043ffff,1729
494 ,89196969973ffff,9787
495 ,89196b8654fffff,7156
496 ,89196ba4a6fffff,7973
497 ,89196b161b7ffff,8820
498 ,89196959487ffff,8587
499 ,89196bb144fffff,8129
500 ,89196ba4c17ffff,9476
501 ,89196942b27ffff,7192
502 ,89196ba8d53ffff,8575
503 ,8919694c503ffff,3571
504 ,8919694ac9bffff,3743
505 ,89196ba1ea7ffff,3326
506 ,89196ba5ecfffff,1572
507 ,89196ba0aafffff,286
508 ,89196b96c83ffff,7645
509 ,8919696a003ffff,966
510 ,89196bb94afffff,1191
511 ,8919682cbdbffff,6094
512 ,89196bac88bffff,5509
513 ,89196ba4c8bffff,3381
514 ,89196bb9eafffff,3127
515 ,8919697918bffff,4464
516 ,89196948017ffff,4965
517 ,89196b0404fffff,50
518 ,89196bbb023ffff,174
519 ,89196bb51d7ffff,8941
520 ,89196baee6fffff,4036
521 ,89196bac487ffff,7802
522 ,89196979487ffff,4734
523 ,891969696b3ffff,2143
524 ,89196ba9117ffff,7676
525 ,89196bb1593ffff,6041
526 ,89196bb436fffff,452
527 ,89196ba3057ffff,6569
528 ,89196945647ffff,9944
529 ,89196b87587ffff,7511
530 ,89196ba1eabffff,6859
531 ,89196bb1db7ffff,3510
532 ,89196b9480bffff,9341
533 ,89196ba220fffff,2288
534 ,89196ba2487ffff,6622
535 ,89196948b57ffff,4189
536 ,89196ba00d7ffff,4789
537 ,89196bacddbffff,3406
538 ,8919696aec3ffff,1259
539 ,89196ba08b3ffff,7018
540 ,89196b85957ffff,5156
541 ,89196bbb2b7ffff,1723
542 ,89196978c7bffff,2405
543 ,89196bb8d4fffff,500
544 ,8919694e553ffff,2990
545 ,8919697868bffff,3303
546 ,8919694a6d7ffff,7588
547 ,891fa49609bffff,6439
548 ,89196b32d8fffff,7611
549 ,8919694b587ffff,9108
550 ,8919694063bffff,4327
551 ,89196baa5c7ffff,467
552 ,8919694add3ffff,3472
553 ,89196961163ffff,2530
554 ,891969786a3ffff,4805
555 ,89196bb4c97ffff,4910
556 ,89196baccd7ffff,3365
557 ,89196bb94d7ffff,3069
558 ,89196ba10a7ffff,10000
559 ,89196b949abffff,4263
560 ,8919694d48bffff,1817
561 ,89196bb2ad3ffff,4569
562 ,89196940ac7ffff,7707
563 ,89196b1712fffff,1370
564 ,89196b14b8fffff,9052
565 ,89196bb312bffff,536
566 ,89196ba6267ffff,2410
567 ,89196bb632bffff,1638
568 ,89196bb5627ffff,2455
569 ,89196b84a2fffff,7705
570 ,8919697a807ffff,2014
571 ,89196bb12c7ffff,9116
572 ,89196ba1bbbffff,7635
573 ,891fa492d0bffff,510
574 ,89196949b33ffff,9737
575 ,89196ba20b3ffff,4923
576 ,89196ba2373ffff,7550
577 ,8919694a68bffff,1405
578 ,89196ba9ca7ffff,898
579 ,89196b86c5bffff,1689
580 ,89196b30537ffff,7468
581 ,89196ba9303ffff,4893
582 ,8919694e237ffff,4717
583 ,89196ba4b0bffff,1836
584 ,891969494a3ffff,7485
585 ,89196ba4e43ffff,5446
586 ,89196bb2e1bffff,782
587 ,89196949417ffff,402
588 ,89196b04a03ffff,5995
589 ,89196959407ffff,7911
590 ,89196baa52fffff,441
591 ,89196ba1423ffff,6934
592 ,89196941ab7ffff,232
593 ,89196bb40cfffff,3242
594 ,8919694e54fffff,1566
595 ,89196b04a6fffff,6491
596 ,89196b86e4bffff,7505
597 ,89196bb9b4bffff,833
598 ,8919694d98bffff,7452
599 ,8919694e4c3ffff,1781
600 ,89196948057ffff,8574
601 ,89196bb439bffff,116
602 ,89196baa48fffff,5002
603 ,8919696a5abffff,6690
604 ,891fa4961dbffff,7465
605 ,8919696b5b3ffff,2672
606 ,89196948007ffff,6858
607 ,89196961177ffff,6699
608 ,89196ba184fffff,6351
609 ,89196badb73ffff,645
610 ,89196978e53ffff,6314
611 ,89196ba661bffff,8093
612 ,89196bb8b77ffff,5482
613 ,891969400a7ffff,5325
614 ,89196b94e0fffff,1673
615 ,89196bb6ed3ffff,2067
616 ,89196bb0537ffff,4037
617 ,8919697b08bffff,22
618 ,89196ba6823ffff,930
619 ,89196b14143ffff,8633
620 ,89196949e23ffff,65
621 ,89196bbac37ffff,1795
622 ,8919697a97bffff,3981
623 ,8919696304fffff,3523
624 ,89196bbad4fffff,1843
625 ,89196b1614bffff,7086
626 ,8919697a8a7ffff,3953
627 ,89196bb6a53ffff,187
628 ,89196bb1b13ffff,9693
629 ,89196962a57ffff,2646
630 ,89196bb41a3ffff,7542
631 ,89196bb9db7ffff,1140
632 ,89196ba404bffff,6566
633 ,89196baed5bffff,1298
634 ,8919694f217ffff,3280
635 ,89196b16b6bffff,6039
636 ,8919696b333ffff,6954
637 ,89196ba6e4fffff,4687
638 ,89196bb69bbffff,91
639 ,89196b1402fffff,8380
640 ,89196bbb357ffff,8585
641 ,89196b331cbffff,6217
642 ,89196ba5297ffff,3372
643 ,89196ba182bffff,292
644 ,89196bb8c13ffff,2843
645 ,89196958987ffff,444
646 ,89196ba5163ffff,8149
647 ,8919696a34fffff,1615
648 ,89196bb4d17ffff,1099
649 ,89196bb8a83ffff,6243
650 ,89196ba4a87ffff,421
651 ,89196b8460bffff,5061
652 ,89196ba4edbffff,7948
653 ,89196ba666fffff,1921
654 ,891969784c7ffff,1983
655 ,89196b85b87ffff,7340
656 ,8919682ca4fffff,2479
657 ,89196960683ffff,4881
658 ,8919696142fffff,3463
659 ,89196bb241bffff,3315
660 ,89196b96a73ffff,877
661 ,891969622a7ffff,8519
662 ,891fa492617ffff,6183
663 ,89196ba9e97ffff,8664
664 ,89196b845d3ffff,2896
665 ,89196bb6203ffff,6849
666 ,89196ba1573ffff,1612
667 ,89196b366a3ffff,9309
668 ,89196bb2e27ffff,6705
669 ,89196b95bafffff,6616
670 ,89196b05b0bffff,9541
671 ,89196b842c7ffff,4654
672 ,89196b1638fffff,6868
673 ,89196bb96cfffff,5695
674 ,89196bae393ffff,7408
675 ,891fa492443ffff,154
676 ,89196bb4437ffff,8487
677 ,89196ba76c7ffff,7485
678 ,89196bab417ffff,6028
679 ,89196959257ffff,8353
680 ,89196baded7ffff,4118
681 ,89196b048bbffff,7791
682 ,89196bb4323ffff,8106
683 ,89196b332d7ffff,911
684 ,89196b1639bffff,3675
685 ,89196b0489bffff,1576
686 ,89196ba5213ffff,8731
687 ,8919694057bffff,8590
688 ,89196b06833ffff,3275
689 ,89196bab513ffff,2779
690 ,89196ba1cdbffff,7154
691 ,891969405d7ffff,3288
692 ,89196b0697bffff,4035
693 ,89196ba0a8bffff,4786
694 ,8919694e5c3ffff,6260
695 ,89196bb8443ffff,4451
696 ,89196b96acbffff,325
697 ,89196978d47ffff,1520
698 ,89196bb8237ffff,3356
699 ,891969632c3ffff,2991
700 ,89196960577ffff,9662
701 ,89196bb54a7ffff,6534
702 ,89196978d6fffff,3405
703 ,8919697aa6bffff,1791
704 ,8919695894fffff,150
705 ,89196bb1d6fffff,6399
706 ,89196b84cdbffff,2105
707 ,89196ba8c73ffff,6155
708 ,89196ba2e73ffff,5257
709 ,89196b85803ffff,856
710 ,8919694b66fffff,7419
711 ,891969591cbffff,4680
712 ,891969794abffff,7786
713 ,8919694e947ffff,6052
714 ,89196bb6653ffff,7459
715 ,8919696b4a3ffff,2771
716 ,89196bb9b77ffff,6123
717 ,89196baaad7ffff,2070
718 ,89196bba42bffff,7694
719 ,89196ba66c7ffff,572
720 ,89196b84413ffff,8024
721 ,89196b94bcbffff,164
722 ,89196979b0fffff,6915
723 ,89196bb16abffff,5927
724 ,89196bac58fffff,4742
725 ,89196961073ffff,8109
726 ,89196ba0497ffff,7193
727 ,89196ba8573ffff,5837
728 ,8919694948bffff,3416
729 ,89196bb416bffff,2042
730 ,8919694c5c7ffff,7709
731 ,89196978c37ffff,7063
732 ,8919694a873ffff,7696
733 ,89196ba14cbffff,2523
734 ,89196948a27ffff,2824
735 ,89196b16e1bffff,5573
736 ,89196bb04dbffff,7613
737 ,89196bb46a7ffff,1789
738 ,89196bb0d8bffff,1087
739 ,89196ba7573ffff,3388
740 ,8919694b44fffff,8354
741 ,89196bb5a33ffff,3913
742 ,8919694f6a3ffff,2311
743 ,89196b0489bffff,5
744 ,89196ba8ba7ffff,5806
745 ,89196ba4a2bffff,1183
746 ,8919694a3b3ffff,3002
747 ,89196bb720bffff,6407
748 ,89196bac69bffff,4354
749 ,89196bb19dbffff,8409
750 ,89196b96a07ffff,208
751 ,891969488d3ffff,7583
752 ,89196b05c0bffff,2205
753 ,89196ba2993ffff,2921
754 ,89196bad083ffff,3544
755 ,89196ba1c53ffff,1972
756 ,89196ba154bffff,8112
757 ,89196bb6c33ffff,7728
758 ,89196bb6cd3ffff,4019
759 ,89196b8cd37ffff,9505
760 ,89196ba622bffff,3970
761 ,89196b32ccbffff,9058
762 ,8919694a28bffff,3576
763 ,89196bba5d3ffff,7829
764 ,89196bac847ffff,710
765 ,89196bb2a8fffff,1690
766 ,89196bae507ffff,4901
767 ,891969415d7ffff,2063
768 ,8919697b4a7ffff,4772
769 ,89196ba002fffff,2559
770 ,89196b143b3ffff,3293
771 ,89196969337ffff,4315
772 ,89196bbb1bbffff,9344
773 ,89196bad403ffff,5997
774 ,89196bad977ffff,4220
775 ,89196ba643bffff,13
776 ,89196bb608fffff,4865
777 ,89196ba0ea3ffff,3419
778 ,89196bb938fffff,2802
779 ,891fa492647ffff,1121
780 ,8919694adb3ffff,2234
781 ,89196bb0377ffff,1558
782 ,89196b15c53ffff,6888
783 ,891fa4965a7ffff,6727
784 ,89196959373ffff,4424
785 ,891969402afffff,9435
786 ,89196bb4b3bffff,6565
787 ,89196baf12bffff,1214
788 ,89196b06c27ffff,7088
789 ,89196bad34fffff,1969
790 ,89196ba2547ffff,9132
791 ,89196ba4dcbffff,6070
792 ,891969786cfffff,7459
793 ,89196b86d63ffff,8918
794 ,89196b86e4bffff,9036
795 ,891fa496427ffff,6401
796 ,8919696a12fffff,618
797 ,89196bb8dd7ffff,8991
798 ,8919694191bffff,9420
799 ,8919694a57bffff,1678
800 ,89196bb1dbbffff,9893
801 ,8919694c22fffff,931
802 ,89196bb15c3ffff,3428
803 ,89196ba8a17ffff,1456
804 ,8919694d077ffff,1555
805 ,8919694e453ffff,7027
806 ,89196ba610bffff,4136
807 ,89196b963afffff,5740
808 ,89196958ab7ffff,737
809 ,89196ba92b3ffff,6318
810 ,89196ba2003ffff,2329
811 ,89196ba1a9bffff,1625
812 ,89196969b27ffff,4532
813 ,89196bb7327ffff,1559
814 ,891fa496603ffff,3098
815 ,89196945233ffff,1510
816 ,89196b85c13ffff,4370
817 ,89196bb5293ffff,1459
818 ,89196b3356fffff,7962
819 ,89196bb9d67ffff,774
820 ,89196bb0b2fffff,2323
821 ,89196ba732fffff,8183
822 ,89196ba0a47ffff,3351
823 ,89196ba0e53ffff,4090
824 ,89196bb446bffff,2637
825 ,8919697920bffff,6025
826 ,89196941a9bffff,565
827 ,89196b162bbffff,2369
828 ,8919695941bffff,2580
829 ,89196b14e73ffff,9692
830 ,89196958d0fffff,4366
831 ,891969495afffff,1611
832 ,8919696102bffff,7302
833 ,89196bb4d83ffff,2858
834 ,89196968a93ffff,2009
835 ,8919695b247ffff,5660
836 ,89196bb718fffff,215
837 ,89196bb35b7ffff,4893
838 ,89196ba6a93ffff,7324
839 ,89196ba9347ffff,1392
840 ,89196ba6487ffff,6652
841 ,89196b0692fffff,6731
842 ,8919694cd27ffff,2210
843 ,8919694b6c3ffff,4162
844 ,89196ba2463ffff,9510
845 ,89196948c6fffff,8151
