hex9,value
8919694e6c3ffff,3678
891969796a3ffff,1775
891969633bbffff,1610
89196bb3663ffff,868
89196949d57ffff,8206
8919694aad3ffff,8641
89196ba1893ffff,1306
89196b04c17ffff,4620
89196badb87ffff,5265
89196ba4347ffff,5533
89196bb4423ffff,3608
89196ba4347ffff,8127
89196baf027ffff,8820
8919694e68fffff,7735
891969496abffff,3041
89196948217ffff,8616
89196bb26bbffff,6095
89196bb065bffff,1820
89196ba58cfffff,6027
8919694da9bffff,1880
89196bb9b17ffff,1392
891969633c3ffff,3510
89196961343ffff,8063
8919694cabbffff,4170
8919694c24fffff,8440
8919697840bffff,519
89196b324a7ffff,6115
89196baa28bffff,2814
89196b32ac7ffff,5945
89196948d97ffff,7381
89196baf2cbffff,4330
8919696b303ffff,5814
89196baf2d7ffff,5354
8919694a34fffff,1534
89196ba1667ffff,8565
891969400abffff,2123
89196b04a5bffff,6595
89196ba260bffff,9991
89196b862d3ffff,9678
891fa4934abffff,9499
89196949abbffff,9658
8919694eb0bffff,6084
89196949ec7ffff,132
89196ba90a3ffff,9833
89196b8686bffff,602
89196bb7633ffff,3991
8919696104bffff,7242
8919697812bffff,9951
89196940367ffff,2814
8919694da6bffff,2790
8919682ca37ffff,6510
89196ba9d43ffff,7920
89196949e77ffff,4265
8919694d6b3ffff,7158
89196b0512fffff,3195
89196bb6d83ffff,7474
8919694962fffff,6676
89196979d47ffff,934
89196ba898bffff,3851
89196962ac3ffff,9683
89196baa6a7ffff,8558
89196bb034fffff,397
89196ba721bffff,5965
8919696b237ffff,1936
89196ba1557ffff,8240
89196b32d07ffff,200
89196bb3627ffff,8871
89196b9614bffff,2426
8919694568fffff,7429
89196979dbbffff,3243
89196bb9c8fffff,45
89196ba51cfffff,6078
8919694964fffff,8185
89196bb613bffff,1117
89196b16293ffff,8998
89196b17333ffff,1102
89196bad397ffff,2211
8919694a50fffff,4967
89196bae433ffff,8022
89196bb55dbffff,8806
8919696920fffff,641
89196b84d4fffff,539
891fa492c97ffff,5771
89196ba8467ffff,2286
89196979db3ffff,3014
89196ba091bffff,1020
891fa4965a3ffff,5135
89196b969cfffff,3429
89196ba4b87ffff,7063
89196ba610bffff,2307
89196ba7517ffff,4077
89196978a8fffff,3320
89196bb81a7ffff,4978
8919696994bffff,9642
89196baaba7ffff,598
891969634b7ffff,8132
89196948d67ffff,5815
89196bb8abbffff,2497
89196948247ffff,3355
89196ba4183ffff,598
89196ba14a7ffff,2396
89196ba9cb7ffff,7198
89196bade17ffff,182
89196b05d73ffff,9352
89196979e2fffff,4681
8919694f6bbffff,5931
8919694d59bffff,6316
89196ba9373ffff,4835
89196bb6ba3ffff,3265
89196bb428bffff,6957
89196ba4d47ffff,7075
89196ba0c8bffff,7136
89196ba193bffff,9076
89196baa2c7ffff,5376
89196b33143ffff,2127
8919696300bffff,103
89196b069c7ffff,4093
89196baec9bffff,891
89196948a87ffff,8614
89196b949cbffff,2003
89196948183ffff,4998
89196bbb30fffff,1836
8919694b247ffff,9212
89196ba8acfffff,446
89196bb288bffff,2435
89196ba2287ffff,4028
891fa49608fffff,1913
89196b1716bffff,4726
89196bab3d3ffff,3362
89196b335a7ffff,8801
89196bb5433ffff,6846
89196940eb7ffff,735
89196bb45a3ffff,3183
891969589bbffff,6345
8919694f0a7ffff,8762
89196b84e5bffff,2832
89196b14587ffff,5720
8919694096bffff,4609
8919694086bffff,756
8919696a487ffff,5515
89196ba521bffff,9886
89196b161d3ffff,4550
89196bb3617ffff,516
8919694e857ffff,4564
89196bb5597ffff,1611
89196bb8db7ffff,4314
89196949a7bffff,3660
89196ba6a13ffff,9144
8919696b357ffff,9830
89196bba987ffff,9562
89196bb2d3bffff,2861
89196ba43c3ffff,4163
89196ba4e97ffff,1647
89196ba9323ffff,6826
8919694b383ffff,8254
89196badc37ffff,9547
89196ba6943ffff,1976
89196ba800fffff,5530
89196bb64cbffff,2703
89196baad53ffff,3537
89196ba182bffff,765
89196ba2877ffff,4715
89196ba9b6fffff,7357
89196bb8693ffff,5223
8919694f243ffff,7986
89196ba0a57ffff,1411
89196941d77ffff,3935
89196ba2957ffff,1303
89196b32073ffff,9818
89196bb7377ffff,2593
89196b06893ffff,5020
8919694b177ffff,8966
89196ba8683ffff,6350
89196ba69b3ffff,459
891969681cfffff,7969
8919694c1cfffff,4230
89196b8400fffff,1364
89196ba966bffff,265
8919696044bffff,8718
89196ba82bbffff,8946
89196ba1d97ffff,6167
89196bbac63ffff,7980
89196ba10d3ffff,9105
89196ba5227ffff,8866
8919694e5afffff,4706
89196bb444fffff,5174
89196ba4037ffff,6042
89196bb0eafffff,6070
8919694184bffff,9050
89196ba0163ffff,9021
89196bb4dd7ffff,8109
89196ba766fffff,2089
89196948283ffff,9082
89196941ec7ffff,3354
89196bb1a43ffff,644
89196baa5d7ffff,2917
89196ba218bffff,4141
8919694cb6fffff,1411
8919694f14fffff,4155
89196ba8a53ffff,4394
891969796c3ffff,3130
8919697842fffff,5555
8919694a1c3ffff,2870
8919694d51bffff,3488
89196978d07ffff,100
8919694dc17ffff,3188
8919694cd77ffff,3936
89196b96187ffff,3538
89196ba11b3ffff,7847
8919694cacbffff,7114
8919694d3a3ffff,5555
8919696a467ffff,1768
89196ba85c7ffff,6090
8919694e173ffff,5582
89196b140b7ffff,7763
89196bb9e87ffff,350
89196b86d93ffff,228
89196ba75a3ffff,6822
89196bb2d53ffff,6808
89196b05993ffff,5534
89196bbaa1bffff,1778
89196ba8cb3ffff,2380
89196bae82bffff,5934
8919696a22bffff,5190
89196b85eb3ffff,6056
89196b96b97ffff,8378
89196bb50c3ffff,5194
89196bb4e13ffff,7878
8919694ae13ffff,6332
89196b85867ffff,6094
891969456d7ffff,4905
89196979647ffff,6410
89196b8488fffff,1854
89196ba0243ffff,9706
89196b045dbffff,7423
89196bb7507ffff,7183
89196bb301bffff,3035
89196bb9657ffff,8197
89196baa933ffff,107
89196baedafffff,4220
89196ba3403ffff,6100
89196ba008bffff,2919
89196bb61b3ffff,1941
89196bb2a7bffff,3859
89196b96d53ffff,4979
89196bbb677ffff,7150
89196bb2147ffff,4486
8919694155bffff,2927
8919694a93bffff,2567
89196baa94bffff,1233
89196b8e987ffff,4019
89196b8402bffff,9412
89196bb1983ffff,3840
89196b32373ffff,9535
89196ba696fffff,4325
89196bb0037ffff,9408
89196bbb04bffff,7020
891969794d3ffff,5709
89196b3244bffff,2018
89196b04e2bffff,2146
89196ba8aa7ffff,3897
891969595c7ffff,9027
89196baf09bffff,26
89196963537ffff,6947
8919694aa03ffff,8225
89196bab30fffff,7127
89196bb4a37ffff,2079
89196baeecfffff,8026
89196ba480fffff,4736
89196ba5a2bffff,8908
891fa492437ffff,2344
891969792b7ffff,5605
89196b05cc3ffff,6987
89196bb981bffff,6627
891969589a3ffff,4675
8919694dd47ffff,2198
89196bb1d2fffff,3023
89196bb1a23ffff,6560
89196ba41d3ffff,1646
8919695931bffff,8086
891fa49656fffff,1707
89196ba61cfffff,3697
89196b05d23ffff,3152
89196baecb3ffff,4218
89196bb2a77ffff,4306
89196b84b07ffff,3476
89196b859d7ffff,7802
89196ba82d3ffff,8717
89196b1434fffff,4350
89196ba9d43ffff,4741
89196bb4c3bffff,4491
89196ba730bffff,4481
89196b8443bffff,7439
8919694ddbbffff,7767
8919694a027ffff,2869
8919694933bffff,6113
89196ba1d2fffff,653
89196ba5dcfffff,1064
8919696840bffff,5030
89196ba220fffff,53
8919694ea6bffff,5815
891969696d3ffff,1847
8919697ab67ffff,7879
89196968647ffff,9518
89196bb61dbffff,1788
89196badc67ffff,8951
89196941323ffff,7533
89196bb6a83ffff,304
89196bb93cbffff,5734
89196948aa7ffff,5513
89196b14507ffff,6413
89196bb29b7ffff,727
89196948ac3ffff,5371
89196978a87ffff,4038
89196963023ffff,9329
89196bb0a97ffff,3572
89196bb3357ffff,3085
89196bb9e8fffff,8953
89196978097ffff,1038
89196baa34bffff,9046
891969611bbffff,8040
89196b3308fffff,9707
89196bb8b37ffff,6424
89196bb6043ffff,2736
89196bad66bffff,5416
89196b96e07ffff,2952
89196963627ffff,261
89196b16167ffff,4353
89196b16babffff,4460
89196bac3c3ffff,9323
89196ba65d3ffff,2624
891969592b7ffff,5053
89196bb12c7ffff,1803
89196b14b4fffff,7051
89196940e27ffff,1395
89196bb9c07ffff,4428
8919696a8abffff,9840
89196ba2b1bffff,6348
891fa4975b7ffff,2585
89196bb906fffff,1547
89196baec7bffff,6210
89196bb1a67ffff,777
8919696b0abffff,5479
89196bb162bffff,2909
89196bb7683ffff,2118
8919694d8afffff,9710
89196bb6e7bffff,8544
8919694ad4fffff,9397
89196baa147ffff,1383
89196962a0bffff,8810
89196ba76dbffff,7629
89196b32087ffff,9053
89196b84673ffff,8121
89196ba342bffff,1430
89196941c33ffff,2070
89196ba9c43ffff,3022
891969589c3ffff,7507
89196b173b3ffff,7510
891969428dbffff,768
89196bbacc3ffff,3458
89196bb6db3ffff,841
89196b05857ffff,3817
89196ba5ca7ffff,4497
89196b30523ffff,5040
89196ba9dd3ffff,4772
89196baa1c3ffff,6906
8919694b34bffff,3086
89196ba0babffff,8378
89196949bc7ffff,7612
8919696b0b3ffff,6096
89196b165dbffff,7485
8919696936bffff,6579
89196bb12dbffff,5792
89196ba7137ffff,6453
89196963617ffff,7873
89196ba867bffff,1892
8919694d1cbffff,2692
89196bb1b53ffff,8659
89196979e07ffff,824
89196bace6bffff,6324
89196bba9c3ffff,7250
89196bb1b8bffff,2477
89196bada93ffff,3489
89196bb1613ffff,7456
8919696131bffff,2291
89196948293ffff,3355
89196ba68c7ffff,6307
89196bb53abffff,2826
89196bb1a57ffff,1296
89196959ba7ffff,7182
89196b334abffff,5937
89196968e8fffff,7491
89196ba93d7ffff,3677
89196941d1bffff,4393
89196978123ffff,3761
89196bba58fffff,4164
89196ba106fffff,3976
89196b15cb7ffff,808
89196b85dbbffff,7889
89196968507ffff,2344
89196ba1133ffff,3724
89196b14e2bffff,9978
89196ba5847ffff,7015
89196b945cfffff,9550
89196bb1e4bffff,8701
8919694b243ffff,2359
89196963627ffff,8558
89196bb1c17ffff,1863
89196b06e0fffff,3391
89196bb5863ffff,1169
8919682ca2fffff,8718
89196bb5d63ffff,3359
89196945173ffff,2548
8919694a38bffff,7733
89196bb8bd3ffff,5087
89196b1646fffff,6065
89196ba542bffff,4895
89196bb1433ffff,652
89196bb4c37ffff,3713
8919696168bffff,4154
89196ba94bbffff,5080
89196958933ffff,6545
8919694dab3ffff,7420
89196ba1847ffff,2636
89196b0586bffff,4759
89196ba939bffff,9242
8919697b063ffff,4093
89196bbae87ffff,5650
8919694d1abffff,9077
89196bb1c3bffff,7908
8919696950fffff,223
89196b86923ffff,2707
89196b329abffff,8103
8919695b3c7ffff,3664
8919694f0afffff,8775
89196baea8bffff,8029
89196ba8ea7ffff,7142
89196b322c3ffff,5234
89196b84337ffff,5152
89196bad92fffff,4990
89196baedc7ffff,1637
89196baec6bffff,6884
89196962a17ffff,2498
89196bb9c4fffff,1283
891969488cfffff,3027
89196bab37bffff,1242
89196bb2c6fffff,1826
8919694ee4fffff,5364
8919696ae83ffff,2376
89196b300c7ffff,5767
89196bb259bffff,1249
8919694891bffff,5799
89196bae36bffff,7785
89196bb0383ffff,3469
89196b331abffff,836
8919694dc5bffff,5853
891969451c7ffff,6403
89196b86937ffff,1765
8919694db2fffff,1699
89196bab323ffff,6025
89196bacb77ffff,5325
89196b168cbffff,3488
89196943507ffff,931
89196baa9c7ffff,3134
89196bb896fffff,865
89196ba5c17ffff,6163
89196b15c77ffff,8654
89196b14173ffff,9148
89196bb8437ffff,733
89196b324d3ffff,7366
89196b8657bffff,9549
89196b96413ffff,8450
8919696055bffff,4069
89196979533ffff,2101
89196b86e37ffff,3548
89196ba15afffff,8750
89196ba337bffff,498
89196bb21dbffff,3755
89196969087ffff,8683
89196bb9e87ffff,9912
8919694535bffff,1854
89196ba0b0fffff,8904
89196bb2b7bffff,6310
89196bb62a7ffff,6321
89196ba100fffff,3103
8919694284fffff,9804
89196b06e0bffff,6519
891fa49643bffff,8311
89196ba454fffff,5703
89196ba11dbffff,4459
89196b321c7ffff,8890
8919696980fffff,3292
89196bb506bffff,2733
89196ba8babffff,7812
89196b9647bffff,5452
89196ba9297ffff,3252
89196ba231bffff,6871
8919694f58bffff,8200
891969698c7ffff,2906
89196ba82cfffff,2258
891969406cfffff,7273
89196ba8667ffff,5232
89196bb6347ffff,8376
89196ba4d0fffff,5867
891969606d3ffff,9148
89196969887ffff,5250
8919694e417ffff,5110
8919694ee4bffff,772
89196ba236fffff,3289
8919694dc97ffff,2724
89196ba94dbffff,7587
89196bbb29bffff,7858
8919694f313ffff,2433
8919694d003ffff,3346
89196ba1bb7ffff,5291
89196bb1c6fffff,9466
89196969587ffff,6654
89196b3668bffff,2616
89196b8582bffff,5406
89196ba626fffff,84
89196b96ad7ffff,1774
89196bb694fffff,7894
89196b86e77ffff,2149
89196bb1b13ffff,4747
89196b8662bffff,2295
89196b84337ffff,168
89196bb050fffff,6904
89196baca9bffff,5486
89196b86e07ffff,9071
89196b94033ffff,5082
89196ba44b3ffff,3939
89196ba3397ffff,445
89196b05b23ffff,6276
89196bba667ffff,9575
89196962a23ffff,7554
8919697b0c7ffff,6988
8919694e1d7ffff,4155
89196941b53ffff,2989
89196948c57ffff,2363
89196baa133ffff,4570
89196b148dbffff,5763
8919694f173ffff,8971
89196969333ffff,4931
8919696acb7ffff,151
89196ba006fffff,3688
89196bb743bffff,4890
89196b8489bffff,7947
89196bba29bffff,1482
89196bbb297ffff,1274
8919694163bffff,236
89196ba36a3ffff,70
8919696a30bffff,1823
89196ba9bd3ffff,2807
89196b04007ffff,4931
89196bb8aa3ffff,1536
89196baa017ffff,8397
89196958aa7ffff,4305
89196bb6b13ffff,6796
89196ba0667ffff,4390
89196941b33ffff,5307
89196b16cafffff,1625
89196bab56bffff,4442
89196b3b497ffff,4798
8919694a05bffff,2204
8919696a1d3ffff,9276
89196bb942bffff,4408
8919694b573ffff,1666
89196bac5abffff,7804
8919694a1d3ffff,1088
89196bb594fffff,9355
89196ba4cbbffff,263
8919696052bffff,1197
89196bab5dbffff,7582
891fa4924dbffff,4796
89196baaadbffff,9162
89196bba417ffff,4858
89196bb6837ffff,4692
89196baf2bbffff,4871
8919697a953ffff,3554
8919696310fffff,5560
89196bad3d3ffff,2305
8919694cb2fffff,1510
8919694f67bffff,7152
89196b16c8bffff,4551
89196bb9eabffff,222
8919695b347ffff,2761
89196ba0427ffff,3747
8919694c853ffff,2805
89196bb9dc3ffff,3391
89196b866b3ffff,9648
89196bb91cbffff,3208
89196bb4213ffff,8721
8919694ebb7ffff,5112
8919696a677ffff,5464
89196ba98c7ffff,6030
89196979843ffff,9547
89196b162c3ffff,9853
89196b96c77ffff,2579
89196941587ffff,7005
89196bae84fffff,7375
89196b84bc7ffff,2544
891969634cbffff,4445
89196b9638bffff,5880
89196bad1b7ffff,3086
89196b32c3bffff,1571
89196945363ffff,3602
89196b16dc7ffff,8160
89196941d6fffff,393
89196ba0e93ffff,2956
89196bb9b4bffff,1119
8919694dcd7ffff,9374
89196b95913ffff,3111
89196979ec7ffff,8990
8919694ddcbffff,2372
89196bb949bffff,4012
89196942b43ffff,1056
89196b862a3ffff,6778
89196bac64bffff,8970
89196ba8e2fffff,9379
891969600b7ffff,3540
89196baf563ffff,177
89196baae13ffff,4217
89196bb80cfffff,413
89196ba5d9bffff,7218
8919694855bffff,4882
89196b85d77ffff,4836
89196bac54bffff,9921
89196948d43ffff,65
8919694ab8bffff,4952
89196b941bbffff,2380
89196b0451bffff,7649
89196bb6493ffff,8753
89196b94ecfffff,7040
8919694c463ffff,4858
891969594afffff,7947
89196960393ffff,1474
89196bb1337ffff,6906
89196ba440bffff,2011
89196b301c3ffff,2219
89196969c97ffff,2126
89196ba7623ffff,8125
89196bae857ffff,3598
89196bb2d0bffff,780
89196b16337ffff,6727
89196b33587ffff,9699
8919694edabffff,7438
8919694c6c3ffff,669
8919696343bffff,3082
89196ba03cfffff,5823
89196ba132fffff,8
89196baf12fffff,8437
89196b142c7ffff,8965
89196bb336fffff,6525
89196978a8fffff,6036
89196b1483bffff,116
8919694a8dbffff,1164
8919694e04bffff,1330
89196baa977ffff,2660
89196bb1bc3ffff,5070
89196bb2583ffff,290
89196baf44bffff,7411
89196bb6b13ffff,5635
89196bae4b7ffff,1323
89196b963a7ffff,2541
891969622a7ffff,5374
89196ba0143ffff,396
89196b06dabffff,6672
891969793afffff,4153
89196b96b17ffff,7275
89196b1612bffff,4079
89196b04367ffff,6343
89196bb1d9bffff,8086
89196baac3bffff,9025
8919694d157ffff,9545
89196b04317ffff,3274
89196b8632fffff,9216
89196b14cd3ffff,8318
89196bb9973ffff,9027
89196bb2bd7ffff,7260
89196ba301bffff,35
89196b96ca3ffff,2452
89196bb4aa3ffff,908
89196941527ffff,8936
89196ba8857ffff,6020
89196940b2fffff,8223
8919696060fffff,8216
89196b336a3ffff,3450
891969499c7ffff,7622
89196969227ffff,6430
89196bac4abffff,5048
89196bacdd3ffff,1946
89196bb6463ffff,8052
8919696360fffff,4781
89196baac07ffff,7534
89196ba6627ffff,9546
89196b06007ffff,7758
89196ba2a4fffff,642
8919696358bffff,7418
89196bbb3c7ffff,8995
89196978c33ffff,373
89196bb108fffff,3916
89196bacd67ffff,5476
89196968a57ffff,7929
89196b140abffff,1417
89196b06a0bffff,701
89196b06a63ffff,6852
89196bb4813ffff,572
89196b304cbffff,9732
89196ba00bbffff,7851
89196979da7ffff,7654
89196ba930fffff,6583
89196bb2a4fffff,1796
89196bb1c2fffff,9985
8919696a217ffff,7091
89196ba1007ffff,8156
89196ba31cfffff,2232
89196bb1b8fffff,5095
89196bba8afffff,9043
89196bbb49bffff,5148
89196ba859bffff,268
89196ba064fffff,2362
89196bb0843ffff,9893
89196b32ddbffff,7927
89196ba48dbffff,6670
89196bac903ffff,2295
89196b0e983ffff,9911
89196ba6107ffff,5200
8919696356bffff,7258
89196978eb3ffff,6103
8919694dcb3ffff,8719
89196bb1d5bffff,2472
8919694896fffff,1436
89196bb031bffff,4616
8919697804fffff,6809
89196bb7267ffff,8758
8919697b383ffff,2136
8919694e0b7ffff,3128
89196b86053ffff,3195
89196942bafffff,5217
89196941a8bffff,4258
8919694b063ffff,4502
89196ba40b7ffff,1977
89196bb0087ffff,708
89196b3232bffff,2375
89196ba5327ffff,2989
89196b9436bffff,1785
89196969c9bffff,2397
89196bb0023ffff,6322
891969622afffff,9034
89196bae387ffff,9039
89196b1624fffff,9325
89196bad197ffff,351
8919682cbc7ffff,5233
891fa496123ffff,5685
89196949133ffff,5348
89196baad83ffff,2553
8919694e873ffff,5670
89196b1464bffff,3311
8919694ed97ffff,4744
8919694f267ffff,4785
891969452cbffff,9325
89196b86497ffff,4547
89196b36603ffff,8345
89196b9488bffff,5491
89196baea33ffff,5164
89196ba5993ffff,1158
89196ba9263ffff,2024
89196948603ffff,3858
89196baf193ffff,2354
89196b16977ffff,4757
89196bb0ad7ffff,2954
8919694f407ffff,5242
89196ba4187ffff,555
8919696319bffff,9249
8919694eb57ffff,1864
89196ba84b7ffff,3520
89196bb2067ffff,2321
89196b16b43ffff,7718
8919694a553ffff,9418
89196bbababffff,6327
89196bac62fffff,5382
89196baf487ffff,7981
89196bb0e13ffff,4191
89196ba44a3ffff,3420
89196969e67ffff,3911
89196baf687ffff,6868
891969790dbffff,7675
8919697ab0bffff,8379
89196b86a27ffff,2411
89196b0454bffff,3496
8919697b22fffff,5066
8919694e6b7ffff,7319
8919694909bffff,5866
89196b14c83ffff,5523
89196ba4c0bffff,4764
89196bb1bd3ffff,926
89196ba5a37ffff,4293
89196ba543bffff,3304
89196b14817ffff,8704
89196bbb623ffff,2439
89196b16b8fffff,9656
89196969907ffff,7315
89196ba21cfffff,9349
891fa4965b3ffff,7017
89196b968afffff,6851
89196bbacd7ffff,9749
89196ba3483ffff,2861
89196949153ffff,1884
89196b06c83ffff,2089
89196969017ffff,2481
89196ba23afffff,3341
89196b374d3ffff,6663
8919694a873ffff,8563
89196ba5403ffff,1545
89196b8441bffff,2518
89196ba6a5bffff,8686
89196ba2157ffff,4796
89196bb6aa3ffff,7049
8919696118bffff,4468
89196b30467ffff,5431
89196b86e8fffff,7155
89196bb3337ffff,5467
89196b063afffff,5000
89196ba2a1bffff,9624
891969408c7ffff,4980
8919694f68bffff,8682
89196b96a77ffff,4682
89196b063b3ffff,9720
89196ba028bffff,840
89196bb345bffff,1055
89196ba2603ffff,7582
8919694e297ffff,8125
89196b8400fffff,2094
891fa49354fffff,8664
8919694ec97ffff,6560
89196ba9263ffff,1355
8919682dd23ffff,868
89196943557ffff,1023
891969795b7ffff,438
89196bb084fffff,5826
89196bb6233ffff,2218
89196ba74cfffff,4685
